word,graphemes
খালেদা,"['খা', 'লে', 'দা']"
জিয়াকে,"['জি', 'য়া', 'কে']"
শর্তে,"['শ', 'র্তে']"
সমমানের,"['স', 'ম', 'মা', 'নে', 'র']"
প্রিজন,"['প্রি', 'জ', 'ন']"
আদেশে,"['আ', 'দে', 'শে']"
মৈত্রী,"['মৈ', 'ত্রী']"
এতো,"['এ', 'তো']"
ব্যাধি,"['ব্যা', 'ধি']"
ঠাণ্ডা,"['ঠা', 'ণ্ডা']"
নিউমোনিয়ার,"['নি', 'উ', 'মো', 'নি', 'য়া', 'র']"
প্রস্তুতির,"['প্র', 'স্তু', 'তি', 'র']"
অধিদপ্তরের,"['অ', 'ধি', 'দ', 'প্ত', 'রে', 'র']"
—,['—']
সংক্রামক,"['স', 'ং', 'ক্রা', 'ম', 'ক']"
কুর্মিটোলা,"['কু', 'র্মি', 'টো', 'লা']"
মুগদা,"['মু', 'গ', 'দা']"
নেগেটিভ,"['নে', 'গে', 'টি', 'ভ']"
একইদিন,"['এ', 'ক', 'ই', 'দি', 'ন']"
তিনজনের,"['তি', 'ন', 'জ', 'নে', 'র']"
সংযোগ,"['স', 'ং', 'যো', 'গ']"
জানায়নি,"['জা', 'না', 'য়', 'নি']"
ভ্রাম্যমাণ,"['ভ্রা', 'ম্য', 'মা', 'ণ']"
সিলগালা,"['সি', 'ল', 'গা', 'লা']"
ফার্মেসি,"['ফা', 'র্মে', 'সি']"
১৩ই,"['১', '৩', 'ই']"
সংস্থাটির,"['স', 'ং', 'স্থা', 'টি', 'র']"
হটলাইন,"['হ', 'ট', 'লা', 'ই', 'ন']"
আবদুল,"['আ', 'ব', 'দু', 'ল']"
কাতার,"['কা', 'তা', 'র']"
বাহরাইন,"['বা', 'হ', 'রা', 'ই', 'ন']"
আমিরাত,"['আ', 'মি', 'রা', 'ত']"
কুয়েত,"['কু', 'য়ে', 'ত']"
অ্যারাইভাল,"['অ্যা', 'রা', 'ই', 'ভা', 'ল']"
থাইল্যান্ডের,"['থা', 'ই', 'ল্যা', 'ন্ডে', 'র']"
মোমেন,"['মো', 'মে', 'ন']"
৩১শে,"['৩', '১', 'শে']"
পররাষ্ট্রমন্ত্রী,"['প', 'র', 'রা', 'ষ্ট্র', 'ম', 'ন্ত্রী']"
ভিসা,"['ভি', 'সা']"
তুরস্ক,"['তু', 'র', 'স্ক']"
সঙ্গেও,"['স', 'ঙ্গে', 'ও']"
হংকং,"['হ', 'ং', 'ক', 'ং']"
ভিসাও,"['ভি', 'সা', 'ও']"
ওমান,"['ও', 'মা', 'ন']"
দপ্তর,"['দ', 'প্ত', 'র']"
প্যাকেজ,"['প্যা', 'কে', 'জ']"
খাদেমরা,"['খা', 'দে', 'ম', 'রা']"
প্রণোদনার,"['প্র', 'ণো', 'দ', 'না', 'র']"
হেটে,"['হে', 'টে']"
ট্রাকে,"['ট্রা', 'কে']"
লোকচলাচল,"['লো', 'ক', 'চ', 'লা', 'চ', 'ল']"
সদর,"['স', 'দ', 'র']"
হাসিনা,"['হা', 'সি', 'না']"
পিকআপে,"['পি', 'ক', 'আ', 'পে']"
কারখানার,"['কা', 'র', 'খা', 'না', 'র']"
ঢুকতে,"['ঢু', 'ক', 'তে']"
ঘোষণায়,"['ঘো', 'ষ', 'ণা', 'য়']"
মুয়াজ্জিন,"['মু', 'য়া', 'জ্জি', 'ন']"
মন্ত্রণালয়,"['ম', 'ন্ত্র', 'ণা', 'ল', 'য়']"
সংক্রমিতদের,"['স', 'ং', 'ক্র', 'মি', 'ত', 'দে', 'র']"
সশস্ত্র,"['স', 'শ', 'স্ত্র']"
বাড়বে,"['বা', 'ড়', 'বে']"
সদস্যরাও,"['স', 'দ', 'স্য', 'রা', 'ও']"
ঠিকভাবে,"['ঠি', 'ক', 'ভা', 'বে']"
প্রতিষ্ঠানকে,"['প্র', 'তি', 'ষ্ঠা', 'ন', 'কে']"
অনিচ্ছুক,"['অ', 'নি', 'চ্ছু', 'ক']"
প্রকাশে,"['প্র', 'কা', 'শে']"
সমন্বয়হীনতা,"['স', 'ম', 'ন্ব', 'য়', 'হী', 'ন', 'তা']"
৭ই,"['৭', 'ই']"
অমান্য,"['অ', 'মা', 'ন্য']"
নারায়নগঞ্জকে,"['না', 'রা', 'য়', 'ন', 'গ', 'ঞ্জ', 'কে']"
আন্তবাহিনী,"['আ', 'ন্ত', 'বা', 'হি', 'নী']"
উপজেলা,"['উ', 'প', 'জে', 'লা']"
এলাকা,"['এ', 'লা', 'কা']"
প্রয়োগকারী,"['প্র', 'য়ো', 'গ', 'কা', 'রী']"
পরিদপ্তর,"['প', 'রি', 'দ', 'প্ত', 'র']"
উপজেলায়,"['উ', 'প', 'জে', 'লা', 'য়']"
মাদারীপুরের,"['মা', 'দা', 'রী', 'পু', 'রে', 'র']"
জনসংযোগ,"['জ', 'ন', 'স', 'ং', 'যো', 'গ']"
স্যাম্পল,"['স্যা', 'ম্প', 'ল']"
জামাতে,"['জা', 'মা', 'তে']"
নিত্যপ্রোজনীয়,"['নি', 'ত্য', 'প্রো', 'জ', 'নী', 'য়']"
শিবচর,"['শি', 'ব', 'চ', 'র']"
নির্দেশ,"['নি', 'র্দে', 'শ']"
মুসল্লিরা,"['মু', 'স', 'ল্লি', 'রা']"
ঘোষণার,"['ঘো', 'ষ', 'ণা', 'র']"
নয়জনসহ,"['ন', 'য়', 'জ', 'ন', 'স', 'হ']"
পাঁচই,"['পাঁ', 'চ', 'ই']"
আটজন,"['আ', 'ট', 'জ', 'ন']"
নয়জন,"['ন', 'য়', 'জ', 'ন']"
দুজনের,"['দু', 'জ', 'নে', 'র']"
ঘণ্টায়,"['ঘ', 'ণ্টা', 'য়']"
কর্মকর্তারা,"['ক', 'র্ম', 'ক', 'র্তা', 'রা']"
ট্রেন্ড,"['ট্রে', 'ন্ড']"
বাড়লে,"['বা', 'ড়', 'লে']"
আমাদেরও,"['আ', 'মা', 'দে', 'র', 'ও']"
বাড়িয়েছি,"['বা', 'ড়ি', 'য়ে', 'ছি']"
সবেমাত্র,"['স', 'বে', 'মা', 'ত্র']"
পেশেন্ট,"['পে', 'শে', 'ন্ট']"
সামলানোর,"['সা', 'ম', 'লা', 'নো', 'র']"
ম্যানেজমেন্টের,"['ম্যা', 'নে', 'জ', 'মে', 'ন্টে', 'র']"
চিত্রটা,"['চি', 'ত্র', 'টা']"
ছয়জন,"['ছ', 'য়', 'জ', 'ন']"
মৃতদের,"['মৃ', 'ত', 'দে', 'র']"
জানালেও,"['জা', 'না', 'লে', 'ও']"
২৪শে,"['২', '৪', 'শে']"
কবরস্থান,"['ক', 'ব', 'র', 'স্থা', 'ন']"
জানায়,"['জা', 'না', 'য়']"
ছয়জনের,"['ছ', 'য়', 'জ', 'নে', 'র']"
দাফন,"['দা', 'ফ', 'ন']"
পাঁচজনের,"['পাঁ', 'চ', 'জ', 'নে', 'র']"
দুইজনের,"['দু', 'ই', 'জ', 'নে', 'র']"
দেশটিতে,"['দে', 'শ', 'টি', 'তে']"
মালেক,"['মা', 'লে', 'ক']"
সেবিকা,"['সে', 'বি', 'কা']"
২৩শে,"['২', '৩', 'শে']"
চারজন,"['চা', 'র', 'জ', 'ন']"
মীরজাদী,"['মী', 'র', 'জা', 'দী']"
হটলাইনে,"['হ', 'ট', 'লা', 'ই', 'নে']"
স্যানিটাইজারের,"['স্যা', 'নি', 'টা', 'ই', 'জা', 'রে', 'র']"
চারজনের,"['চা', 'র', 'জ', 'নে', 'র']"
লক্ষ্মণ,"['ল', 'ক্ষ্ম', 'ণ']"
সেব্রিনা,"['সে', 'ব্রি', 'না']"
নারীর,"['না', 'রী', 'র']"
আইইডিসিআরের,"['আ', 'ই', 'ই', 'ডি', 'সি', 'আ', 'রে', 'র']"
জানিয়েছিলেন,"['জা', 'নি', 'য়ে', 'ছি', 'লে', 'ন']"
এসেছেন,"['এ', 'সে', 'ছে', 'ন']"
সাংবাদিকদের,"['সা', 'ং', 'বা', 'দি', 'ক', 'দে', 'র']"
দুইজন,"['দু', 'ই', 'জ', 'ন']"
ফ্লোরা,"['ফ্লো', 'রা']"
জনসাধারণের,"['জ', 'ন', 'সা', 'ধা', 'র', 'ণে', 'র']"
৮ই,"['৮', 'ই']"
রওনা,"['র', 'ও', 'না']"
পরোয়া,"['প', 'রো', 'য়া']"
ওপরও,"['ও', 'প', 'র', 'ও']"
হওয়াদের,"['হ', 'ও', 'য়া', 'দে', 'র']"
দেশজুড়ে,"['দে', 'শ', 'জু', 'ড়ে']"
রেল,"['রে', 'ল']"
দূরত্বের,"['দূ', 'র', 'ত্বে', 'র']"
দোকানপাট,"['দো', 'কা', 'ন', 'পা', 'ট']"
দৃশ্য,"['দৃ', 'শ্য']"
এবারই,"['এ', 'বা', 'র', 'ই']"
নৌ,['নৌ']
মিরপুরের,"['মি', 'র', 'পু', 'রে', 'র']"
মোতায়েন,"['মো', 'তা', 'য়ে', 'ন']"
যানবাহন,"['যা', 'ন', 'বা', 'হ', 'ন']"
কাঁচাবাজার,"['কাঁ', 'চা', 'বা', 'জা', 'র']"
সবরকমের,"['স', 'ব', 'র', 'ক', 'মে', 'র']"
চৌঠা,"['চৌ', 'ঠা']"
বেধে,"['বে', 'ধে']"
করোর্নাভাইরাস,"['ক', 'রো', 'র্না', 'ভা', 'ই', 'রা', 'স']"
প্রকার,"['প্র', 'কা', 'র']"
এপ্রিলের,"['এ', 'প্রি', 'লে', 'র']"
টোলারবাগের,"['টো', 'লা', 'র', 'বা', 'গে', 'র']"
ইন্টার‍্যাকটিভে,"['ই', 'ন্টা', 'র\u200d্যা', 'ক', 'টি', 'ভে']"
ব্রাউজার,"['ব্রা', 'উ', 'জা', 'র']"
পোশাকি,"['পো', 'শা', 'কি']"
ফেব্রুয়ারি,"['ফে', 'ব্রু', 'য়া', 'রি']"
আপগ্রেড,"['আ', 'প', 'গ্রে', 'ড']"
রোগটিকে,"['রো', 'গ', 'টি', 'কে']"
জন্স,"['জ', 'ন্স']"
এড়িয়ে,"['এ', 'ড়ি', 'য়ে']"
সংক্ষিপ্ত,"['স', 'ং', 'ক্ষি', 'প্ত']"
ডিজিজ,"['ডি', 'জি', 'জ']"
বলবেন,"['ব', 'ল', 'বে', 'ন']"
পূর্ণাঙ্গ,"['পূ', 'র্ণা', 'ঙ্গ']"
ভুয়া,"['ভু', 'য়া']"
হালনাগাদ,"['হা', 'ল', 'না', 'গা', 'দ']"
রোগটির,"['রো', 'গ', 'টি', 'র']"
দেশভিত্তিক,"['দে', 'শ', 'ভি', 'ত্তি', 'ক']"
অ্যাকুইট,"['অ্যা', 'কু', 'ই', 'ট']"
ভেন্টিলেটরের,"['ভে', 'ন্টি', 'লে', 'ট', 'রে', 'র']"
অনেককে,"['অ', 'নে', 'ক', 'কে']"
নিশ্চিতভাবে,"['নি', 'শ্চি', 'ত', 'ভা', 'বে']"
সহায়তাও,"['স', 'হা', 'য়', 'তা', 'ও']"
টুজে,"['টু', 'জে']"
টুজ,"['টু', 'জ']"
তুলনামূলকভাবে,"['তু', 'ল', 'না', 'মূ', 'ল', 'ক', 'ভা', 'বে']"
বলাও,"['ব', 'লা', 'ও']"
আরডস,"['আ', 'র', 'ড', 'স']"
সিনড্রোম,"['সি', 'ন', 'ড্রো', 'ম']"
রেসপিরেটরি,"['রে', 'স', 'পি', 'রে', 'ট', 'রি']"
ডিসট্রেস,"['ডি', 'স', 'ট্রে', 'স']"
কেয়ারে,"['কে', 'য়া', 'রে']"
ট্রোমাটিক,"['ট্রো', 'মা', 'টি', 'ক']"
],[']']
ক্ষত,"['ক্ষ', 'ত']"
জনন,"['জ', 'ন', 'ন']"
গিল,"['গি', 'ল']"
জটিলতার,"['জ', 'টি', 'ল', 'তা', 'র']"
দুষ্কার,"['দু', 'ষ্কা', 'র']"
সহায়তারও,"['স', 'হা', 'য়', 'তা', 'র', 'ও']"
এবিষয়ে,"['এ', 'বি', 'ষ', 'য়ে']"
দাঁড়ানোর,"['দাঁ', 'ড়া', 'নো', 'র']"
স্ট্রেস,"['স্ট্রে', 'স']"
প্রভাষক,"['প্র', 'ভা', 'ষ', 'ক']"
বিদায়,"['বি', 'দা', 'য়']"
ওয়ারউইক,"['ও', 'য়া', 'র', 'উ', 'ই', 'ক']"
হালকাভাবে,"['হা', 'ল', 'কা', 'ভা', 'বে']"
পিটিত্রসডি,"['পি', 'টি', 'ত্র', 'স', 'ডি']"
মেডিকেল,"['মে', 'ডি', 'কে', 'ল']"
স্কুলের,"['স্কু', 'লে', 'র']"
সম্ভাবনাও,"['স', 'ম্ভা', 'ব', 'না', 'ও']"
ভেন্টিলটরে,"['ভে', 'ন্টি', 'ল', 'ট', 'রে']"
ডিসঅর্ডার,"['ডি', 'স', 'অ', 'র্ডা', 'র']"
আশ্চর্যজনক,"['আ', 'শ্চ', 'র্য', 'জ', 'ন', 'ক']"
পরিসংখ্যান,"['প', 'রি', 'স', 'ং', 'খ্যা', 'ন']"
সপ্তাহের,"['স', 'প্তা', 'হে', 'র']"
কোষমুক্ত,"['কো', 'ষ', 'মু', 'ক্ত']"
প্রথমদিকে,"['প্র', 'থ', 'ম', 'দি', 'কে']"
ব্যাথানাশক,"['ব্যা', 'থা', 'না', 'শ', 'ক']"
প্যারাসিটামলের,"['প্যা', 'রা', 'সি', 'টা', 'ম', 'লে', 'র']"
শ্লেষ্মা,"['শ্লে', 'ষ্মা']"
বিশ্রাম,"['বি', 'শ্রা', 'ম']"
প্রতিবেদন,"['প্র', 'তি', 'বে', 'দ', 'ন']"
ফুসফুসের,"['ফু', 'স', 'ফু', 'সে', 'র']"
মৃত,"['মৃ', 'ত']"
পারার,"['পা', 'রা', 'র']"
জল্পনা,"['জ', 'ল্প', 'না']"
জয়ী,"['জ', 'য়ী']"
মডেলের,"['ম', 'ডে', 'লে', 'র']"
তথ্যপ্রমাণ,"['ত', 'থ্য', 'প্র', 'মা', 'ণ']"
সফলভাবে,"['স', 'ফ', 'ল', 'ভা', 'বে']"
আবারো,"['আ', 'বা', 'রো']"
রোগটি,"['রো', 'গ', 'টি']"
গড়পড়তা,"['গ', 'ড়', 'প', 'ড়', 'তা']"
ফুসফুস,"['ফু', 'স', 'ফু', 'স']"
গুরতর,"['গু', 'র', 'ত', 'র']"
রোগপ্রতিরোধ,"['রো', 'গ', 'প্র', 'তি', 'রো', 'ধ']"
লিঙ্গ,"['লি', 'ঙ্গ']"
এখনি,"['এ', 'খ', 'নি']"
ততটাই,"['ত', 'ত', 'টা', 'ই']"
ওপরে,"['ও', 'প', 'রে']"
বেশিরভাগের,"['বে', 'শি', 'র', 'ভা', 'গে', 'র']"
ক্ষেত্রেও,"['ক্ষে', 'ত্রে', 'ও']"
অসুস্থতার,"['অ', 'সু', 'স্থ', 'তা', 'র']"
নাগাদ,"['না', 'গা', 'দ']"
গুরুতর,"['গু', 'রু', 'ত', 'র']"
দাঁড়ায়,"['দাঁ', 'ড়া', 'য়']"
উপসর্গগুলো,"['উ', 'প', 'স', 'র্গ', 'গু', 'লো']"
পড়েছিলেন,"['প', 'ড়ে', 'ছি', 'লে', 'ন']"
ব্যাথা,"['ব্যা', 'থা']"
ক্লান্তি,"['ক্লা', 'ন্তি']"
ডিন,"['ডি', 'ন']"
ব্যবস্থাগুলো,"['ব্য', 'ব', 'স্থা', 'গু', 'লো']"
ফ্যাকাল্টির,"['ফ্যা', 'কা', 'ল্টি', 'র']"
মেডিসিন,"['মে', 'ডি', 'সি', 'ন']"
পরিচর্যার,"['প', 'রি', 'চ', 'র্যা', 'র']"
কাটানোর,"['কা', 'টা', 'নো', 'র']"
পিটার্ড,"['পি', 'টা', 'র্ড']"
ভেতরের,"['ভে', 'ত', 'রে', 'র']"
অসুস্থতাই,"['অ', 'সু', 'স্থ', 'তা', 'ই']"
শাস্বকষ্টের,"['শা', 'স্ব', 'ক', 'ষ্টে', 'র']"
পরিচর্যা,"['প', 'রি', 'চ', 'র্যা']"
আ্যালিসন,"['আ্যা', 'লি', 'স', 'ন']"
কষ্টের,"['ক', 'ষ্টে', 'র']"
ব্যাপারগুলো,"['ব্যা', 'পা', 'র', 'গু', 'লো']"
জার্ভিস,"['জা', 'র্ভি', 'স']"
পাড়িয়ে,"['পা', 'ড়ি', 'য়ে']"
নিবিড়,"['নি', 'বি', 'ড়']"
উঠার,"['উ', 'ঠা', 'র']"
বোর্ডের,"['বো', 'র্ডে', 'র']"
কার্ডিফ,"['কা', 'র্ডি', 'ফ']"
পেশী,"['পে', 'শী']"
ইনটেনসিভ,"['ই', 'ন', 'টে', 'ন', 'সি', 'ভ']"
ক্রিটিক্যাল,"['ক্রি', 'টি', 'ক্যা', 'ল']"
হেল্থ,"['হে', 'ল্থ']"
ফিজিওথেরাপির,"['ফি', 'জি', 'ও', 'থে', 'রা', 'পি', 'র']"
বিছানায়,"['বি', 'ছা', 'না', 'য়']"
ক্ষয়,"['ক্ষ', 'য়']"
পুরাপুরি,"['পু', 'রা', 'পু', 'রি']"
পরিশ্রমের,"['প', 'রি', 'শ্র', 'মে', 'র']"
আইসিইউতে,"['আ', 'ই', 'সি', 'ই', 'উ', 'তে']"
হওয়ারও,"['হ', 'ও', 'য়া', 'র', 'ও']"
পুনরায়,"['পু', 'ন', 'রা', 'য়']"
শ্বাসপ্রশ্বাসের,"['শ্বা', 'স', 'প্র', 'শ্বা', 'সে', 'র']"
সম্ভবনা,"['স', 'ম্ভ', 'ব', 'না']"
শরীর,"['শ', 'রী', 'র']"
ঘুমেরও,"['ঘু', 'মে', 'র', 'ও']"
ফিজিওথেরাপিস্ট,"['ফি', 'জি', 'ও', 'থে', 'রা', 'পি', 'স্ট']"
পুরা,"['পু', 'রা']"
দুর্বলতা,"['দু', 'র্ব', 'ল', 'তা']"
বকা,"['ব', 'কা']"
প্রলাপ,"['প্র', 'লা', 'প']"
